r	a	alpha	phi1	phi2	psi1	psi2	pi1	pi2	m
6.820001	1.0911637297557344	0.9161504366885314	0.007803508582038915	0.0	-0.00528866934597869	0.0	0.0	-0.006647395483119511	0.6059212058750297
6.840001	1.090870495796642	0.9164053040307168	0.007698504153822053	0.0	-0.005212139176320695	0.0	0.0	-0.00655409223655382	0.6059820524917741
6.8600010000000005	1.0905789754093682	0.9166586436965404	0.007595009338998539	0.0	-0.005137662227130114	0.0	0.0	-0.006462149277938714	0.6060416104514307
6.880001	1.0902891575105118	0.9169104694314166	0.007492985646424441	0.0	-0.005064989589264802	0.0	0.0	-0.0063715458066358754	0.6060999066032097
6.9000010000000005	1.0900010308317563	0.9171607947194832	0.007392399083558904	0.0	-0.004993919050752648	0.0	0.0	-0.006282261358706613	0.6061569672498817
6.920001	1.089714583972889	0.9174096328105384	0.0072932192966682265	0.0	-0.0049242877649674135	0.0	0.0	-0.006194275801114179	0.6062128181585069
6.9400010000000005	1.0894298054452003	0.9176569967423627	0.007195418852010656	0.0	-0.004855965514981718	0.0	0.0	-0.006107569326031662	0.6062674845709586
6.960001	1.0891466837065493	0.917902899359012	0.007098972644561227	0.0	-0.004788848710617353	0.0	0.0	-0.006022122445253507	0.6063209912142603
6.980001000000001	1.0888652071893572	0.918147353325677	0.007003857418943143	0.0	-0.004722855174606843	0.0	0.0	-0.005937915984708695	0.6063733623107255
7.000001	1.0885853643226993	0.9183903711406673	0.006910051386728437	0.0	-0.004657919715140093	0.0	0.0	-0.00585493107907368	0.6064246215879089
7.020001000000001	1.0883071435495604	0.9186319651450379	0.006817533924760334	0.0	-0.004593990441382957	0.0	0.0	-0.005773149166483215	0.6064747922883805
7.040001	1.0880305333401854	0.9188721475303085	0.006726285340294008	0.0	-0.004531025753246111	0.0	0.0	-0.005692551983337209	0.6065238971793048
7.060001000000001	1.0877555222023216	0.9191109303446707	0.006636286690276002	0.0	-0.004468991923533957	0.0	0.0	-0.005613121559201803	0.6065719585618544
7.080001	1.0874820986890235	0.9193483254980058	0.006547519643773262	0.0	-0.0044078611865499195	0.0	0.0	-0.005534840211802923	0.6066189982804361
7.100001000000001	1.0872102514045665	0.919584344765987	0.006459966378266582	0.0	-0.004347610249556522	0.0	0.0	-0.005457690542110533	0.6066650377317513
7.120001	1.086939969008915	0.91981899979348	0.006373609502136274	0.0	-0.004288219149909859	0.0	0.0	-0.005381655429511882	0.606710097873682
7.140001000000001	1.0866712402210925	0.9200523020974142	0.006288431997126854	0.0	-0.004229670389404867	0.0	0.0	-0.005306718027072095	0.6067541992340133
7.160001	1.0864040538217288	0.9202842630692574	0.0062044171758509035	0.0	-0.004171948287029264	0.0	0.0	-0.005232861756880426	0.6067973619189887
7.180001	1.0861383986549928	0.9205148939771969	0.006121548650471102	0.0	-0.004115038500980122	0.0	0.0	-0.005160070305480578	0.6068396056217017
7.200001	1.0858742636300724	0.9207442059681025	0.0060398103095906	0.0	-0.004058927679832334	0.0	0.0	-0.0050883276193834995	0.6068809496303351
7.220001	1.085611637722317	0.9209722100693295	0.005959186301101719	0.0	-0.0040036032108100505	0.0	0.0	-0.005017617900661096	0.6069214128362349
7.240001	1.0853505099741332	0.9211989171904031	0.005879661019312662	0.0	-0.003949053040043649	0.0	0.0	-0.00494792560261934	0.6069610137418441
7.260001	1.0850908694956962	0.9214243381246146	0.005801219095114606	0.0	-0.0038952655454751505	0.0	0.0	-0.004879235425549281	0.6069997704684679
7.280001	1.0848327054655242	0.9216484835505507	0.005723845388289582	0.0	-0.003842229447771131	0.0	0.0	-0.004811532312554463	0.607037700763909
7.300001	1.0845760071309474	0.9218713640335731	0.0056475249813136225	0.0	-0.0037899337483305712	0.0	0.0	-0.004744801445453346	0.6070748220099427
7.320001	1.0843207638084964	0.9220929900272554	0.005572243174197597	0.0	-0.0037383676863745525	0.0	0.0	-0.0046790282407552924	0.6071111512296549
7.340001	1.0840669648842267	0.9223133718747892	0.005497985480045309	0.0	-0.003687520709317141	0.0	0.0	-0.0046141983457087254	0.6071467050946439
7.3600010000000005	1.0838145998139896	0.9225325198103611	0.005424737621107024	0.0	-0.0036373824522755527	0.0	0.0	-0.004550297634420131	0.6071814999320772
7.380001	1.0835636581236592	0.9227504439605058	0.005352485525176543	0.0	-0.0035879427238009937	0.0	0.0	-0.004487312204042524	0.6072155517316131
7.4000010000000005	1.083314129409321	0.9229671543454372	0.005281215322228969	0.0	-0.0035391914957997707	0.0	0.0	-0.004425228371032115	0.6072488761521949
7.420001	1.0830660033374255	0.9231826608803596	0.0052109133412302005	0.0	-0.0034911188962496215	0.0	0.0	-0.004364032667471852	0.6072814885287073
7.4400010000000005	1.0828192696449128	0.9233969733767596	0.0051415661070723295	0.0	-0.003443715203764316	0.0	0.0	-0.00430371183746061	0.6073134038785113
7.460001	1.0825739181393053	0.9236101015436797	0.005073160337604761	0.0	-0.003396970843371286	0.0	0.0	-0.004244252833566774	0.6073446369078432
7.480001000000001	1.0823299386987764	0.9238220549889745	0.0050056829407413	0.0	-0.0033508763830810214	0.0	0.0	-0.00418564281334501	0.6073752020181001
7.500001	1.0820873212721922	0.9240328432205497	0.004939121011630326	0.0	-0.0033054225309719983	0.0	0.0	-0.004127869135915039	0.6074051133119995
7.520001000000001	1.08184605587913	0.9242424756475841	0.004873461829879673	0.0	-0.0032606001326119668	0.0	0.0	-0.00407091935860124	0.6074343845996152
7.540001	1.0816061326098743	0.9244509615817359	0.004808692856830707	0.0	-0.003216400168700593	0.0	0.0	-0.00401478123363195	0.6074630294043012
7.560001000000001	1.081367541625389	0.9246583102383318	0.004744801732877993	0.0	-0.003172813752860396	0.0	0.0	-0.00395944270489733	0.607491060968499
7.580001	1.0811302731572718	0.9248645307375406	0.0046817762748320385	0.0	-0.0031298321295299765	0.0	0.0	-0.0039048919047647047	0.6075184922594344
7.600001000000001	1.0808943175076864	0.9250696321055314	0.004619604473323413	0.0	-0.0030874466719308428	0.0	0.0	-0.003851117150950293	0.6075453359746903
7.620001	1.0806596650492757	0.925273623275616	0.004558274490246942	0.0	-0.0030456488800900353	0.0	0.0	-0.0037981069434462784	0.6075716045476931
7.640001000000001	1.080426306225058	0.9254765130893761	0.004497774656244996	0.0	-0.003004430378907567	0.0	0.0	-0.0037458499615021764	0.6075973101530703
7.660001	1.080194231548305	0.925678310297775	0.0044380934682290325	0.0	-0.0029637829162619204	0.0	0.0	-0.003694335060659487	0.6076224647119157
7.680001	1.0799634316024023	0.9258790235622558	0.004379219586938684	0.0	-0.002923698361149392	0.0	0.0	-0.0036435512698386333	0.6076470798969464
7.700001	1.0797338970406951	0.9260786614558231	0.004321141834537749	0.0	-0.0028841687018546502	0.0	0.0	-0.0035934877884772035	0.6076711671375594
7.720001	1.079505618586318	0.9262772324641118	0.004263849192246477	0.0	-0.0028451860441507963	0.0	0.0	-0.0035441339837185525	0.607694737624791
7.740001	1.0792785870320103	0.9264747449864407	0.00420733079800955	0.0	-0.0028067426095277704	0.0	0.0	-0.0034954793876498112	0.6077178023161752
7.760001	1.0790527932399163	0.9266712073368527	0.0041515759441992485	0.0	-0.0027688307334482803	0.0	0.0	-0.0034475136945883765	0.6077403719405097
7.780001	1.0788282281413741	0.9268666277451406	0.0040965740753531946	0.0	-0.0027314428636306073	0.0	0.0	-0.0034002267584159972	0.6077624570025241
7.800001	1.0786048827366903	0.9270610143578595	0.004042314785946206	0.0	-0.0026945715583577704	0.0	0.0	-0.003353608589959552	0.6077840677874577
7.820001	1.0783827480949022	0.9272543752393257	0.003988787818195686	0.0	-0.0026582094848125832	0.0	0.0	-0.0033076493544176556	0.6078052143655532
7.840001	1.0781618153535297	0.9274467183726025	0.003935983059900069	0.0	-0.002622349417438183	0.0	0.0	-0.0032623393688322525	0.6078259065964435
7.8600010000000005	1.0779420757183156	0.9276380516604721	0.003883890542309796	0.0	-0.0025869842363236335	0.0	0.0	-0.0032176690996043385	0.6078461541334775
7.880001	1.0777235204629543	0.9278283829263957	0.003832500438030336	0.0	-0.002552106925614217	0.0	0.0	-0.003173629160053012	0.607865966427937
7.9000010000000005	1.077506140928812	0.9280177199154599	0.003781803058956754	0.0	-0.002517710571946047	0.0	0.0	-0.0031302103080170464	0.6078853527331806
7.920001	1.0772899285246367	0.928206070295311	0.0037317888542393505	0.0	-0.0024837883629046276	0.0	0.0	-0.0030874034434981846	0.6079043221087038
7.9400010000000005	1.077074874726259	0.9283934416570768	0.00368244840827989	0.0	-0.0024503335855070086	0.0	0.0	-0.0030451996063454033	0.6079228834241213
7.960001	1.076860971076285	0.9285798415162763	0.003633772438757955	0.0	-0.002417339624707177	0.0	0.0	-0.0030035899739793677	0.6079410453630629
7.980001000000001	1.0766482091837797	0.9287652773137164	0.0035857517946869606	0.0	-0.00238479996192434	0.0	0.0	-0.002962565859156348	0.6079588164269996
8.000001	1.076436580723944	0.9289497564163786	0.0035383774544993827	0.0	-0.002352708173593748	0.0	0.0	-0.002922118707770867	0.607976204938985
8.020000999999999	1.0762260774377845	0.9291332861182919	0.00349164052416074	0.0	-0.0023210579297397315	0.0	0.0	-0.002882240096696358	0.607993219047331
8.040001	1.076016691131775	0.9293158736413957	0.003445532235311901	0.0	-0.0022898429925705993	0.0	0.0	-0.002842921731663141	0.6080098667292017
8.060001	1.0758084136775126	0.9294975261363899	0.003400043943439276	0.0	-0.0022590572150950824	0.0	0.0	-0.0028041554451730243	0.6080261557941423
8.080001	1.0756012370113677	0.9296782506835755	0.0033551671260724676	0.0	-0.0022286945397599883	0.0	0.0	-0.002765933194449862	0.6080420938875334
8.100000999999999	1.075395153134128	0.929858054293682	0.003310893381008956	0.0	-0.0021987489971087484	0.0	0.0	-0.002728247059425398	0.608057688493977
8.120001	1.0751901541106361	0.9300369439086857	0.0032672144245654107	0.0	-0.0021692147044605386	0.0	0.0	-0.002691089240759765	0.6080729469406131
8.140001	1.0749862320694246	0.9302149264026165	0.003224122089855217	0.0	-0.0021400858646096602	0.0	0.0	-0.0026544520578959856	0.6080878764003743
8.160001	1.0747833792023431	0.9303920085823533	0.00318160832509181	0.0	-0.002111356764544874	0.0	0.0	-0.0026183279471478664	0.6081024838951693
8.180000999999999	1.0745815877641838	0.9305681971884103	0.003139665191917431	0.0	-0.002083021774188381	0.0	0.0	-0.002582709459820663	0.6081167762990042
8.200000999999999	1.0743808500723004	0.9307434988957122	0.003098284863756905	0.0	-0.00205507534515415	0.0	0.0	-0.0025475892603639264	0.6081307603410465
8.220001	1.0741811585062253	0.9309179203143588	0.003057459624196065	0.0	-0.002027512009525296	0.0	0.0	-0.0025129601245559344	0.6081444426086149
8.240001	1.0739825055072816	0.9310914679903808	0.0030171818653844367	0.0	-0.0020003263786502177	0.0	0.0	-0.0024788149377191412	0.6081578295501244
8.260000999999999	1.073784883578193	0.9312641484064841	0.0029774440864618196	0.0	-0.0019735131419572056	0.0	0.0	-0.0024451466929660748	0.6081709274779613
8.280000999999999	1.0735882852826895	0.9314359679827858	0.002938238892008389	0.0	-0.0019470670657872364	0.0	0.0	-0.0024119484894751194	0.6081837425712968
8.300001	1.0733927032451114	0.9316069330775395	0.002899558990517968	0.0	-0.001920982992244676	0.0	0.0	-0.002379213530795664	0.6081962808788602
8.320001	1.0731981301500098	0.9317770499878514	0.002861397192894101	0.0	-0.0018952558380656134	0.0	0.0	-0.0023469351231820553	0.6082085483216397
8.340000999999999	1.0730045587417458	0.9319463249503874	0.0028237464109685958	0.0	-0.0018698805935035531	0.0	0.0	-0.002315106673955848	0.6082205506955328
8.360000999999999	1.0728119818240864	0.9321147641420708	0.002786599656042172	0.0	-0.001844852321232202	0.0	0.0	-0.002283721689895845	0.60823229367395
8.380001	1.0726203922597997	0.93228237368077	0.0027499500374468903	0.0	-0.0018201661552650818	0.0	0.0	-0.0022527737756554023	0.608243782810356
8.400001	1.0724297829702474	0.9324491596259789	0.0027137907611300225	0.0	-0.0017958172998917105	0.0	0.0	-0.002222256632206535	0.6082550235407657
8.420001	1.0722401469349765	0.9326151279794866	0.0026781151282590323	0.0	-0.0017718010286300948	0.0	0.0	-0.002192164055310311	0.608266021186184
8.440000999999999	1.0720514771913094	0.9327802846860401	0.0026429165338473465	0.0	-0.0017481126831952823	0.0	0.0	-0.0021624899340130874	0.6082767809550086
8.460001	1.0718637668339335	0.9329446356339969	0.0026081884654005974	0.0	-0.001724747672483723	0.0	0.0	-0.0021332282491680907	0.6082873079453636
8.480001	1.0716770090144883	0.93310818665597	0.0025739245015830216	0.0	-0.0017017014715731968	0.0	0.0	-0.0021043730719819197	0.6082976071474041
8.500001	1.071491196941154	0.9332709435294642	0.002540118310903705	0.0	-0.0016789696207380642	0.0	0.0	-0.002075918562585496	0.6083076834455655
8.520000999999999	1.0713063238782379	0.9334329119775046	0.002506763650422374	0.0	-0.0016565477244796024	0.0	0.0	-0.0020478589686290347	0.6083175416207647
8.540001	1.0711223831457601	0.9335940976692558	0.0024738543644744287	0.0	-0.0016344314505711938	0.0	0.0	-0.002020188623900606	0.6083271863525636
8.560001	1.0709393681190411	0.9337545062206348	0.002441384383414928	0.0	-0.0016126165291181346	0.0	0.0	-0.001992901946967857	0.6083366222212839
8.580001	1.0707572722282863	0.9339141431949142	0.0024093477223812317	0.0	-0.0015910987516318368	0.0	0.0	-0.0019659934398424885	0.6083458537100762
8.600000999999999	1.0705760889581728	0.9340730141033188	0.00237773848007402	0.0	-0.0015698739701181998	0.0	0.0	-0.0019394576866670718	0.6083548852069577
8.620001	1.0703958118474357	0.9342311244056141	0.002346550837556401	0.0	-0.001548938096179931	0.0	0.0	-0.0019132893524238122	0.6083637210067919
8.640001	1.070216434488454	0.9343884795106872	0.00231577905707084	0.0	-0.0015282871001325979	0.0	0.0	-0.0018874831816648675	0.6083723653132402
8.660001	1.0700379505268376	0.9345450847771202	0.0022854174808736244	0.0	-0.0015079170101341985	0.0	0.0	-0.0018620339972638318	0.6083808222406735
8.680000999999999	1.0698603536610145	0.9347009455137565	0.0022554605300866134	0.0	-0.0014878239113280392	0.0	0.0	-0.001836936699188015	0.6083890958160318
8.700001	1.069683637641819	0.9348560669802592	0.0022259027035659903	0.0	-0.0014680039449987113	0.0	0.0	-0.0018121862632911449	0.6083971899806656
8.720001	1.0695077962720803	0.9350104543876633	0.0021967385767877705	0.0	-0.0014484533077409652	0.0	0.0	-0.0017877777401261322	0.6084051085921216
8.740001	1.0693328234062114	0.9351641128989195	0.002167962800749803	0.0	-0.0014291682506412779	0.0	0.0	-0.0017637062537775357	0.6084128554259003
8.760000999999999	1.0691587129498006	0.9353170476294326	0.002139570100890017	0.0	-0.0014101450784719171	0.0	0.0	-0.0017399670007133897	0.6084204341771797
8.780000999999999	1.0689854588592018	0.9354692636475912	0.0021115552760206627	0.0	-0.0013913801488973081	0.0	0.0	-0.0017165552486560379	0.6084278484624928
8.800001	1.0688130551411277	0.9356207659752928	0.0020839131972783015	0.0	-0.0013728698716925084	0.0	0.0	-0.0016934663354716546	0.6084351018213876
8.820001	1.0686414958522437	0.9357715595884599	0.0020566388070893116	0.0	-0.0013546107079736055	0.0	0.0	-0.001670695668078105	0.6084421977180318
8.840000999999999	1.0684707750987623	0.9359216494175515	0.002029727118150664	0.0	-0.0013365991694398477	0.0	0.0	-0.0016482387213708361	0.6084491395428058
8.860000999999999	1.0683008870360404	0.9360710403480667	0.002003173212425742	0.0	-0.001318831817627326	0.0	0.0	-0.001626091037166473	0.6084559306138471
8.880001	1.0681318258681762	0.9362197372210425	0.0019769722401549723	0.0	-0.0013013052631740292	0.0	0.0	-0.0016042482231638127	0.6084625741785699
8.900001	1.0679635858476095	0.9363677448335455	0.0019511194188810436	0.0	-0.0012840161650960905	0.0	0.0	-0.0015827059519219074	0.6084690734151547
8.920001	1.0677961612747218	0.9365150679391566	0.001925610032488489	0.0	-0.0012669612300750543	0.0	0.0	-0.00156145995985494	0.6084754314340007
8.940000999999999	1.0676295464974392	0.9366617112484503	0.0019004394302574146	0.0	-0.0012501372117559892	0.0	0.0	-0.001540506046243595	0.6084816512791545
8.960001	1.0674637359108372	0.9368076794294677	0.0018756030259311587	0.0	-0.0012335409100562786	0.0	0.0	-0.001519840072262639	0.6084877359297026
8.980001	1.0672987239567457	0.9369529771081831	0.0018510962967976698	0.0	-0.0012171691704849221	0.0	0.0	-0.0014994579600244248	0.608493688301149
9.000001	1.0671345051233583	0.9370976088689655	0.001826914782784395	0.0	-0.0012010188834721835	0.0	0.0	-0.0014793556916380436	0.6084995112467452
9.020000999999999	1.0669710739448404	0.9372415792550336	0.0018030540855664737	0.0	-0.0011850869837094235	0.0	0.0	-0.0014595293082838498	0.6085052075588042
9.040001	1.0668084250009422	0.9373848927689052	0.0017795098676880328	0.0	-0.0011693704494989592	0.0	0.0	-0.0014399749093030937	0.6085107799699894
9.060001	1.066646552916612	0.9375275538728416	0.0017562778516963873	0.0	-0.0011538663021137925	0.0	0.0	-0.0014206886513023955	0.6085162311545678
9.080001	1.0664854523616114	0.9376695669892852	0.0017333538192889476	0.0	-0.0011385716051670546	0.0	0.0	-0.0014016667472728072	0.608521563729644
9.100000999999999	1.0663251180501334	0.9378109365012927	0.0017107336104726432	0.0	-0.0011234834639910138	0.0	0.0	-0.0013829054657232066	0.6085267802563702
9.120001	1.0661655447404224	0.9379516667529624	0.001688413122735671	0.0	-0.001108599025025498	0.0	0.0	-0.0013644011298277734	0.6085318832411201
9.140001	1.0660067272343954	0.9380917620498561	0.0016663883102313825	0.0	-0.0010939154752155856	0.0	0.0	-0.0013461501165873075	0.6085368751366488
9.160001	1.0658486603772674	0.938231226659416	0.0016446551829741262	0.0	-0.001079430041418419	0.0	0.0	-0.001328148856004149	0.608541758343233
9.180000999999999	1.0656913390571765	0.9383700648113763	0.0016232098060468625	0.0	-0.0010651399898189984	0.0	0.0	-0.0013103938302704622	0.6085465352097698
9.200001	1.065534758204813	0.938508280698169	0.0016020482988203756	0.0	-0.0010510426253548177	0.0	0.0	-0.0012928815729696546	0.6085512080348665
9.220001	1.06537891279305	0.9386458784753263	0.001581166834183904	0.0	-0.0010371352911492026	0.0	0.0	-0.00127560866829071	0.6085557790679094
9.240001	1.0652237978365768	0.938782862261876	0.0015605616377870192	0.0	-0.0010234153679532156	0.0	0.0	-0.001258571750255202	0.6085602505100967
9.260000999999999	1.0650694083915346	0.9389192361407332	0.0015402289872925815	0.0	-0.0010098802735959954	0.0	0.0	-0.00124176750195678	0.6085646245154652
9.280000999999999	1.0649157395551534	0.9390550041590874	0.0015201652116406058	0.0	-0.0009965274624433983	0.0	0.0	-0.0012251926548129117	0.6085689031918868
9.300001	1.0647627864653926	0.9391901703287835	0.001500366690322873	0.0	-0.0009833544248648131	0.0	0.0	-0.0012088439878286672	0.6085730886020444
9.320001	1.0646105443005838	0.9393247386266993	0.001480829852668123	0.0	-0.0009703586867080209	0.0	0.0	-0.0011927183268723414	0.6085771827643899
9.340000999999999	1.0644590082790752	0.939458712995118	0.0014615511771376736	0.0	-0.000957537808781976	0.0	0.0	-0.0011768125439627175	0.6085811876540875
9.360000999999999	1.0643081736588795	0.9395920973420956	0.001442527190631303	0.0	-0.0009448893863473841	0.0	0.0	-0.0011611235565677596	0.608585105203923
9.380001	1.064158035737323	0.9397248955418247	0.0014237544678032449	0.0	-0.0009324110486149553	0.0	0.0	-0.0011456483269145549	0.6085889373052067
9.400001	1.0640085898506983	0.9398571114349928	0.001405229630388144	0.0	-0.0009201004582512154	0.0	0.0	-0.0011303838613103006	0.6085926858086539
9.420001	1.063859831373919	0.9399887488291374	0.0013869493465368183	0.0	-0.0009079553108917539	0.0	0.0	-0.0011153272094741571	0.6085963525252454
9.440000999999999	1.063711755720176	0.9401198114989953	0.0013689103301616845	0.0	-0.000895973334661797	0.0	0.0	-0.0011004754638797754	0.6085999392270722
9.460001	1.0635643583405987	0.9402503031868485	0.0013511093402917	0.0	-0.0008841522897039898	0.0	0.0	-0.0010858257591083219	0.6086034476481573
9.480001	1.0634176347239155	0.9403802276028667	0.0013335431804366764	0.0	-0.0008724899677132751	0.0	0.0	-0.0010713752712118222	0.6086068794852719
9.500001	1.0632715803961192	0.940509588425443	0.0013162086979608273	0.0	-0.0008609841914787607	0.0	0.0	-0.001057121217086646	0.6086102363987174
9.520000999999999	1.0631261909201344	0.9406383893015288	0.0012991027834654085	0.0	-0.0008496328144324641	0.0	0.0	-0.001043060853856965	0.6086135200131104
9.540001	1.0629814618954863	0.9407666338469618	0.001282222370180316	0.0	-0.0008384337202048308	0.0	0.0	-0.0010291914782680127	0.6086167319181353
9.560001	1.0628373889579732	0.940894325646792	0.0012655644333645064	0.0	-0.0008273848221869182	0.0	0.0	-0.001015510426088983	0.6086198736692886
9.580001	1.0626939677793414	0.9410214682556023	0.0012491259897151085	0.0	-0.000816484063099144	0.0	0.0	-0.0010020150715253997	0.6086229467886064
9.600000999999999	1.0625511940669623	0.9411480651978262	0.0012329040967850942	0.0	-0.000805729414566496	0.0	0.0	-0.000988702826640807	0.6086259527653787
9.620001	1.0624090635635113	0.9412741199680614	0.001216895852409382	0.0	-0.0007951188767001037	0.0	0.0	-0.0009755711407876129	0.6086288930568425
9.640001	1.0622675720466512	0.9413996360313791	0.0012010983941392465	0.0	-0.0007846504776850737	0.0	0.0	-0.0009626175000469396	0.6086317690888676
9.660001	1.0621267153287162	0.9415246168236302	0.0011855088986849084	0.0	-0.0007743222733744901	0.0	0.0	-0.0009498394266773269	0.6086345822566236
9.680000999999999	1.061986489256399	0.9416490657517477	0.0011701245813661853	0.0	-0.0007641323468894866	0.0	0.0	-0.0009372344785721399	0.6086373339252348
9.700001	1.0618468897104412	0.941772986194045	0.0011549426955710788	0.0	-0.0007540788082252959	0.0	0.0	-0.0009248002487255356	0.6086400254304161
9.720001	1.0617079126053246	0.9418963815005114	0.0011399605322221838	0.0	-0.000744159793863182	0.0	0.0	-0.0009125343647068452	0.6086426580791106
9.740001	1.0615695538889673	0.9420192549931029	0.0011251754192508005	0.0	-0.000734373466388168	0.0	0.0	-0.0009004344881432317	0.6086452331500908
9.760000999999999	1.0614318095424198	0.9421416099660309	0.001110584721078633	0.0	-0.0007247180141124663	0.0	0.0	-0.0008884983142104842	0.6086477518945683
9.780000999999999	1.061294675579565	0.9422634496860463	0.0010961858381069657	0.0	-0.0007151916507045255	0.0	0.0	-0.0008767235711318124	0.6086502155367791
9.800001	1.0611581480468208	0.9423847773927206	0.0010819762062132014	0.0	-0.0007057926148236067	0.0	0.0	-0.0008651080196845109	0.6086526252745587
9.820001	1.0610222230228452	0.9425055962987244	0.0010679532962546534	0.0	-0.0006965191697598035	0.0	0.0	-0.0008536494527143591	0.6086549822799056
9.840000999999999	1.0608868966182425	0.942625909590101	0.001054114613579485	0.0	-0.0006873696030794215	0.0	0.0	-0.0008423456946576293	0.6086572876995326
9.860000999999999	1.0607521649752738	0.9427457204265376	0.0010404576975446866	0.0	-0.0006783422262756364	0.0	0.0	-0.0008311946010705781	0.6086595426554129
9.880001	1.060618024267569	0.9428650319416342	0.001026980121040988	0.0	-0.0006694353744243471	0.0	0.0	-0.0008201940581662945	0.6086617482453003
9.900001	1.060484470699841	0.9429838472431675	0.0010136794900246042	0.0	-0.0006606474058451454	0.0	0.0	-0.0008093419823587852	0.608663905543251
9.920001	1.0603515005076043	0.943102169413353	0.001000553443055708	0.0	-0.0006519767017673227	0.0	0.0	-0.0007986363198141756	0.6086660156001318
9.940000999999999	1.060219109956892	0.9432200015091031	0.000987599650843536	0.0	-0.0006434216660008373	0.0	0.0	-0.00078807504600891	0.608668079444111
9.960001	1.0600872953439802	0.9433373465622833	0.0009748158157980239	0.0	-0.0006349807246121639	0.0	0.0	-0.0007776561652948344	0.6086700980811516
9.980001	1.0599560529951106	0.943454207579964	0.0009621996715878781	0.0	-0.0006266523256049533	0.0	0.0	-0.0007673777104710507	0.6086720724954797
10.000001	1.0598253792662187	0.9435705875446704	0.0009497489827049857	0.0	-0.0006184349386054249	0.0	0.0	-0.0007572377423624256	0.6086740036500513
10.020000999999999	1.059695270542662	0.943686489414629	0.0009374615440350704	0.0	-0.0006103270545524229	0.0	0.0	-0.0007472343494046535	0.6086758924870107
10.040001	1.0595657232389522	0.9438019161240112	0.0009253351804345011	0.0	-0.000602327185392062	0.0	0.0	-0.0007373656472357549	0.6086777399281329
10.060001	1.0594367337984882	0.9439168705831742	0.0009133677463131627	0.0	-0.0005944338637768929	0.0	0.0	-0.0007276297782939137	0.6086795468752587
10.080001	1.0593082986932938	0.944031355678899	0.000901557125223298	0.0	-0.0005866456427695194	0.0	0.0	-0.000718024911421545	0.6086813142107289
10.100000999999999	1.0591804144237553	0.9441453742746252	0.0008899012294542342	0.0	-0.000578961095550597	0.0	0.0	-0.000708549241475491	0.6086830427977938
10.120001	1.0590530775183629	0.9442589292106842	0.0008783979996329057	0.0	-0.0005713788151311477	0.0	0.0	-0.0006992009889432476	0.6086847334810266
10.140001	1.058926284533454	0.9443720233045283	0.0008670454043300884	0.0	-0.0005638974140691237	0.0	0.0	-0.0006899783995651205	0.6086863870867245
10.160001	1.0588000320529587	0.9444846593509582	0.0008558414396722604	0.0	-0.0005565155241901557	0.0	0.0	-0.0006808797439622145	0.6086880044232982
10.180000999999999	1.058674316688148	0.9445968401223469	0.0008447841289590065	0.0	-0.0005492317963124217	0.0	0.0	-0.0006719033172701618	0.60868958628166
10.200001	1.058549135077384	0.9447085683688623	0.0008338715222858846	0.0	-0.0005420448999755722	0.0	0.0	-0.000663047438778496	0.6086911334355933
10.220001	1.0584244838858716	0.9448198468186857	0.0008231016961726742	0.0	-0.0005349535231736527	0.0	0.0	-0.0006543104515755765	0.6086926466421241
10.240001	1.058300359805415	0.9449306781782288	0.0008124727531969257	0.0	-0.0005279563720919585	0.0	0.0	-0.0006456907221989787	0.6086941266418787
10.260000999999999	1.058176759554173	0.9450410651323482	0.000801982821632735	0.0	-0.0005210521708477653	0.0	0.0	-0.0006371866402912558	0.6086955741594396
10.280000999999999	1.0580536798764189	0.9451510103445565	0.0007916300550946646	0.0	-0.0005142396612348751	0.0	0.0	-0.0006287966182609892	0.6086969899036856
10.300001	1.057931117542302	0.9452605164572321	0.0007814126321867362	0.0	-0.0005075176024719186	0.0	0.0	-0.0006205190909490381	0.6086983745681327
10.320001	1.0578090693476117	0.9453695860918259	0.0007713287561564204	0.0	-0.0005008847709543576	0.0	0.0	-0.0006123525152999078	0.6086997288312614
10.340000999999999	1.0576875321135422	0.9454782218490657	0.0007613766545535495	0.0	-0.0004943399600101317	0.0	0.0	-0.0006042953700381512	0.6087010533568412
10.360000999999999	1.0575665026864614	0.9455864263091588	0.0007515545788940815	0.0	-0.00048788197965889265	0.0	0.0	-0.000596346155349722	0.6087023487942469
10.380001	1.0574459779376806	0.9456942020319911	0.0007418608043286443	0.0	-0.0004815096563747721	0.0	0.0	-0.0005885033925682028	0.6087036157787694
10.400001	1.0573259547632274	0.9458015515573251	0.0007322936293157887	0.0	-0.00047522183285262975	0.0	0.0	-0.0005807656238658265	0.6087048549319164
10.420001	1.05720643008362	0.9459084774049955	0.0007228513752998837	0.0	-0.0004690173677777282	0.0	0.0	-0.0005731314119492137	0.6087060668617117
10.440000999999999	1.0570874008436426	0.9460149820751015	0.0007135323863935828	0.0	-0.0004628951355987828	0.0	0.0	-0.0005655993397597526	0.6087072521629814
10.460001	1.0569688640121258	0.9461210680481982	0.0007043350290647972	0.0	-0.0004568540263043354	0.0	0.0	-0.0005581680101785447	0.6087084114176403
10.480001	1.0568508165817259	0.9462267377854854	0.0006952576918281075	0.0	-0.0004508929452024014	0.0	0.0	-0.0005508360457358437	0.6087095451949701
10.500001	1.0567332555687086	0.9463319937289936	0.0006862987849405519	0.0	-0.0004450108127033406	0.0	0.0	-0.0005436020883249154	0.608710654051892
