r	a	alpha	phi1	phi2	psi1	psi2	pi1	pi2	m	Sigmata
7.040001	1.0991718442008107	0.909447968853158	0.006726269280061166	0.0	-0.004530691700081802	0.0	0.0	-0.005692551983337209	0.6065238971793048	0.9996396011290072
7.060001000000001	1.09885690645085	0.9097166866767618	0.006636276137955309	0.0	-0.004468768214124217	0.0	0.0	-0.005613121559201803	0.6065719585618544	0.9996484640683436
7.080001	1.0985438249723076	0.9099838211866633	0.006547512765652933	0.0	-0.004407712619013248	0.0	0.0	-0.005534840211802923	0.6066189982804361	0.9996571075893136
7.100001000000001	1.0982325859181143	0.910249386135316	0.006459961930753835	0.0	-0.00434751240418714	0.0	0.0	-0.005457690542110533	0.6066650377317513	0.9996655371657643
7.120001	1.0979231755297663	0.9105133951211688	0.006373606649211779	0.0	-0.00428815524434412	0.0	0.0	-0.005381655429511882	0.606710097873682	0.9996737581338224
7.140001000000001	1.0976155801378056	0.9107758615907031	0.006288430181657182	0.0	-0.004229628996660038	0.0	0.0	-0.005306718027072095	0.6067541992340133	0.9996817756953893
7.160001	1.0973097861622525	0.9110367988404411	0.0062044160297750495	0.0	-0.004171921698046521	0.0	0.0	-0.005232861756880426	0.6067973619189887	0.9996895949215474
7.180001	1.0970057801129902	0.911296220018924	0.006121547932737347	0.0	-0.004115021562449147	0.0	0.0	-0.005160070305480578	0.6068396056217017	0.9996972207558789
7.200001	1.0967035485901067	0.9115541381286619	0.006039809863689007	0.0	-0.004058916978185168	0.0	0.0	-0.0050883276193834995	0.6068809496303351	0.9997046580176998
7.220001	1.0964030782841918	0.9118105660280565	0.0059591860262867904	0.0	-0.004003596505320287	0.0	0.0	-0.005017617900661096	0.6069214128362349	0.9997119114052125
7.240001	1.0961043559765948	0.9120655164332939	0.005879660851290232	0.0	-0.0039490488730840115	0.0	0.0	-0.00494792560261934	0.6069610137418441	0.999718985498576
7.260001	1.0958073685396406	0.9123190019202112	0.005801218993203891	0.0	-0.0038952629773230975	0.0	0.0	-0.004879235425549281	0.6069997704684679	0.9997258847628979
7.280001	1.0955121029368087	0.9125710349261361	0.005723845326970157	0.0	-0.003842227877992611	0.0	0.0	-0.004811532312554463	0.607037700763909	0.9997326135511513
7.300001	1.0952185462228756	0.9128216277516994	0.005647524944711864	0.0	-0.003789932796684118	0.0	0.0	-0.004744801445453346	0.6070748220099427	0.9997391761070151
7.320001	1.0949266855440214	0.9130707925626215	0.005572243152523976	0.0	-0.0037383671141905323	0.0	0.0	-0.0046790282407552924	0.6071111512296549	0.9997455765676438
7.340001	1.094636508137903	0.9133185413914731	0.005497985467313602	0.0	-0.0036875203681071425	0.0	0.0	-0.0046141983457087254	0.6071467050946439	0.9997518189663649
7.3600010000000005	1.094348001333696	0.9135648861394097	0.005424737613687647	0.0	-0.003637382250468351	0.0	0.0	-0.004550297634420131	0.6071814999320772	0.9997579072353084
7.380001	1.0940611525521025	0.9138098385778823	0.005352485520887367	0.0	-0.0035879426054196448	0.0	0.0	-0.004487312204042524	0.6072155517316131	0.9997638452079687
7.4000010000000005	1.093775949305333	0.9140534103503222	0.005281215319769134	0.0	-0.0035391914269243406	0.0	0.0	-0.004425228371032115	0.6072488761521949	0.9997696366217007
7.420001	1.0934923791970563	0.9142956129738014	0.00521091333983073	0.0	-0.003491118856504634	0.0	0.0	-0.004364032667471852	0.6072814885287073	0.999775285120153
7.4400010000000005	1.0932104299223246	0.9145364578406703	0.005141566106282475	0.0	-0.0034437151810164904	0.0	0.0	-0.00430371183746061	0.6073134038785113	0.999780794255639
7.460001	1.0929300892674703	0.9147759562201702	0.005073160337162523	0.0	-0.0033969708304579255	0.0	0.0	-0.004244252833566774	0.6073446369078432	0.999786167491446
7.480001000000001	1.0926513451099789	0.9150141192600234	0.005005682940495665	0.0	-0.003350876375810211	0.0	0.0	-0.00418564281334501	0.6073752020181001	0.9997914082040872
7.500001	1.0923741854183378	0.9152509579880004	0.004939121011494979	0.0	-0.0033054225269115623	0.0	0.0	-0.004127869135915039	0.6074051133119995	0.9997965196854952
7.520001000000001	1.0920985982518618	0.9154864833134635	0.0048734618298056885	0.0	-0.0032606001303628553	0.0	0.0	-0.00407091935860124	0.6074343845996152	0.99980150514516
7.540001	1.0918245717604966	0.9157207060288898	0.004808692856790588	0.0	-0.003216400167464931	0.0	0.0	-0.00401478123363195	0.6074630294043012	0.9998063677122122
7.560001000000001	1.091552094184601	0.9159536368113703	0.004744801732856412	0.0	-0.003172813752187046	0.0	0.0	-0.00395944270489733	0.607491060968499	0.9998111104374527
7.580001	1.0912811538547103	0.9161852862240895	0.004681776274820522	0.0	-0.003129832129166031	0.0	0.0	-0.0039048919047647047	0.6075184922594344	0.9998157362953323
7.600001000000001	1.0910117391912777	0.9164156647177818	0.004619604473317315	0.0	-0.0030874466717357293	0.0	0.0	-0.003851117150950293	0.6075453359746903	0.9998202481858779
7.620001	1.0907438387044015	0.9166447826321684	0.00455827449024374	0.0	-0.0030456488799862833	0.0	0.0	-0.0037981069434462784	0.6075716045476931	0.9998246489365731
7.640001000000001	1.090477440993531	0.9168726501973729	0.004497774656243328	0.0	-0.0030044303788528447	0.0	0.0	-0.0037458499615021764	0.6075973101530703	0.999828941304188
7.660001	1.0902125347471576	0.9170992775353158	0.00443809346822817	0.0	-0.0029637829162332922	0.0	0.0	-0.003694335060659487	0.6076224647119157	0.9998331279765637
7.680001	1.0899491087424906	0.9173246746610914	0.004379219586938241	0.0	-0.0029236983611345365	0.0	0.0	-0.0036435512698386333	0.6076470798969464	0.9998372115743517
7.700001	1.0896871518451157	0.917548851484322	0.004321141834537525	0.0	-0.002884168701847004	0.0	0.0	-0.0035934877884772035	0.6076711671375594	0.9998411946527078
7.720001	1.0894266530086414	0.9177718178104952	0.004263849192246363	0.0	-0.0028451860441468927	0.0	0.0	-0.0035441339837185525	0.607694737624791	0.9998450797029445
7.740001	1.089167601274331	0.9179935833422801	0.004207330798009494	0.0	-0.0028067426095257936	0.0	0.0	-0.0034954793876498112	0.6077178023161752	0.9998488691541388
7.760001	1.0889099857707207	0.9182141576808261	0.00415157594419922	0.0	-0.002768830733447287	0.0	0.0	-0.0034475136945883765	0.6077403719405097	0.9998525653747027
7.780001	1.088653795713227	0.9184335503270429	0.004096574075353181	0.0	-0.0027314428636301125	0.0	0.0	-0.0034002267584159972	0.6077624570025241	0.9998561706739103
7.800001	1.0883990204037406	0.9186517706828607	0.004042314785946199	0.0	-0.002694571558357526	0.0	0.0	-0.003353608589959552	0.6077840677874577	0.9998596873033874
7.820001	1.0881456492302117	0.9188688280524757	0.003988787818195683	0.0	-0.0026582094848124635	0.0	0.0	-0.0033076493544176556	0.6078052143655532	0.9998631174585649
7.840001	1.087893671666222	0.9190847316435738	0.003935983059900067	0.0	-0.002622349417438125	0.0	0.0	-0.0032623393688322525	0.6078259065964435	0.9998664632800919
7.8600010000000005	1.087643077270549	0.9192994905685405	0.0038838905423097952	0.0	-0.0025869842363236053	0.0	0.0	-0.0032176690996043385	0.6078461541334775	0.9998697268552155
7.880001	1.0873938556867202	0.9195131138456513	0.0038325004380303355	0.0	-0.0025521069256142035	0.0	0.0	-0.003173629160053012	0.607865966427937	0.9998729102191248
7.9000010000000005	1.087145996642558	0.9197256104002459	0.003781803058956754	0.0	-0.0025177105719460407	0.0	0.0	-0.0031302103080170464	0.6078853527331806	0.9998760153562605
7.920001	1.0868994899497173	0.9199369890658861	0.0037317888542393505	0.0	-0.0024837883629046245	0.0	0.0	-0.0030874034434981846	0.6079043221087038	0.9998790442015902
7.9400010000000005	1.0866543255032148	0.9201472585854971	0.00368244840827989	0.0	-0.0024503335855070073	0.0	0.0	-0.0030451996063454033	0.6079228834241213	0.9998819986418556
7.960001	1.0864104932809509	0.9203564276124919	0.003633772438757955	0.0	-0.0024173396247071767	0.0	0.0	-0.0030035899739793677	0.6079410453630629	0.999884880516781
7.980001000000001	1.0861679833432247	0.9205645047118814	0.0035857517946869606	0.0	-0.0023847999619243396	0.0	0.0	-0.002962565859156348	0.6079588164269996	0.9998876916202588
8.000001	1.0859267858322437	0.9207714983613666	0.0035383774544993827	0.0	-0.002352708173593748	0.0	0.0	-0.002922118707770867	0.607976204938985	0.9998904337014979
8.020000999999999	1.0856868909716253	0.9209774169524179	0.00349164052416074	0.0	-0.0023210579297397315	0.0	0.0	-0.002882240096696358	0.607993219047331	0.9998931084661488
8.040001	1.0854482890658952	0.9211822687913369	0.003445532235311901	0.0	-0.0022898429925705993	0.0	0.0	-0.002842921731663141	0.6080098667292017	0.9998957175773963
8.060001	1.0852109704999788	0.9213860621003052	0.003400043943439276	0.0	-0.0022590572150950824	0.0	0.0	-0.0028041554451730243	0.6080261557941423	0.999898262657026
8.080001	1.0849749257386894	0.9215888050184167	0.0033551671260724676	0.0	-0.0022286945397599883	0.0	0.0	-0.002765933194449862	0.6080420938875334	0.9999007452864641
8.100000999999999	1.08474014532621	0.9217905056026966	0.003310893381008956	0.0	-0.0021987489971087484	0.0	0.0	-0.002728247059425398	0.608057688493977	0.9999031670077897
8.120001	1.0845066198855733	0.9219911718291063	0.0032672144245654107	0.0	-0.0021692147044605386	0.0	0.0	-0.002691089240759765	0.6080729469406131	0.9999055293247229
8.140001	1.0842743401181363	0.9221908115935323	0.003224122089855217	0.0	-0.0021400858646096602	0.0	0.0	-0.0026544520578959856	0.6080878764003743	0.9999078337035858
8.160001	1.084043296803052	0.9223894327127644	0.00318160832509181	0.0	-0.002111356764544874	0.0	0.0	-0.0026183279471478664	0.6081024838951693	0.999910081574242
8.180000999999999	1.0838134807967388	0.9225870429254568	0.003139665191917431	0.0	-0.002083021774188381	0.0	0.0	-0.002582709459820663	0.6081167762990042	0.9999122743310096
8.200000999999999	1.0835848830323458	0.9227836498930784	0.003098284863756905	0.0	-0.00205507534515415	0.0	0.0	-0.0025475892603639264	0.6081307603410465	0.9999144133335525
8.220001	1.0833574945192166	0.9229792612008486	0.003057459624196065	0.0	-0.002027512009525296	0.0	0.0	-0.0025129601245559344	0.6081444426086149	0.9999164999077489
8.240001	1.0831313063423509	0.9231738843586607	0.0030171818653844367	0.0	-0.0020003263786502177	0.0	0.0	-0.0024788149377191412	0.6081578295501244	0.9999185353465385
8.260000999999999	1.0829063096618639	0.9233675268019912	0.0029774440864618196	0.0	-0.0019735131419572056	0.0	0.0	-0.0024451466929660748	0.6081709274779613	0.9999205209107465
8.280000999999999	1.0826824957124432	0.9235601958927988	0.002938238892008389	0.0	-0.0019470670657872364	0.0	0.0	-0.0024119484894751194	0.6081837425712968	0.9999224578298884
8.300001	1.0824598558028067	0.9237518989204083	0.002899558990517968	0.0	-0.001920982992244676	0.0	0.0	-0.002379213530795664	0.6081962808788602	0.9999243473029541
8.320001	1.0822383813151568	0.9239426431023839	0.002861397192894101	0.0	-0.0018952558380656134	0.0	0.0	-0.0023469351231820553	0.6082085483216397	0.9999261904991716
8.340000999999999	1.0820180637046348	0.9241324355853906	0.0028237464109685958	0.0	-0.0018698805935035531	0.0	0.0	-0.002315106673955848	0.6082205506955328	0.9999279885587525
8.360000999999999	1.081798894498775	0.9243212834460416	0.002786599656042172	0.0	-0.001844852321232202	0.0	0.0	-0.002283721689895845	0.60823229367395	0.9999297425936168
8.380001	1.0815808652969574	0.9245091936917373	0.0027499500374468903	0.0	-0.0018201661552650818	0.0	0.0	-0.0022527737756554023	0.608243782810356	0.9999314536881017
8.400001	1.0813639677698603	0.9246961732614898	0.0027137907611300225	0.0	-0.0017958172998917105	0.0	0.0	-0.002222256632206535	0.6082550235407657	0.9999331228996509
8.420001	1.0811481936589136	0.9248822290267374	0.0026781151282590323	0.0	-0.0017718010286300948	0.0	0.0	-0.002192164055310311	0.608266021186184	0.9999347512594868
8.440000999999999	1.0809335347757516	0.925067367792148	0.0026429165338473465	0.0	-0.0017481126831952823	0.0	0.0	-0.0021624899340130874	0.6082767809550086	0.9999363397732669
8.460001	1.0807199830016654	0.925251596296411	0.0026081884654005974	0.0	-0.001724747672483723	0.0	0.0	-0.0021332282491680907	0.6082873079453636	0.999937889421721
8.480001	1.0805075302870573	0.9254349212130183	0.0025739245015830216	0.0	-0.0017017014715731968	0.0	0.0	-0.0021043730719819197	0.6082976071474041	0.9999394011612758
8.500001	1.0802961686508945	0.9256173491510357	0.002540118310903705	0.0	-0.0016789696207380642	0.0	0.0	-0.002075918562585496	0.6083076834455655	0.9999408759246611
8.520000999999999	1.080085890180164	0.9257988866558615	0.002506763650422374	0.0	-0.0016565477244796024	0.0	0.0	-0.0020478589686290347	0.6083175416207647	0.999942314621501
8.540001	1.0798766870293284	0.9259795402099776	0.0024738543644744287	0.0	-0.0016344314505711938	0.0	0.0	-0.002020188623900606	0.6083271863525636	0.9999437181388914
8.560001	1.0796685514197832	0.9261593162336883	0.002441384383414928	0.0	-0.0016126165291181346	0.0	0.0	-0.001992901946967857	0.6083366222212839	0.9999450873419632
8.580001	1.0794614756393146	0.9263382210858492	0.0024093477223812317	0.0	-0.0015910987516318368	0.0	0.0	-0.0019659934398424885	0.6083458537100762	0.9999464230744284
8.600000999999999	1.0792554520415591	0.9265162610645877	0.00237773848007402	0.0	-0.0015698739701181998	0.0	0.0	-0.0019394576866670718	0.6083548852069577	0.9999477261591169
8.620001	1.0790504730454642	0.926693442408012	0.002346550837556401	0.0	-0.001548938096179931	0.0	0.0	-0.0019132893524238122	0.6083637210067919	0.999948997398495
8.640001	1.0788465311347513	0.9268697712949111	0.00231577905707084	0.0	-0.0015282871001325979	0.0	0.0	-0.0018874831816648675	0.6083723653132402	0.9999502375751751
8.660001	1.0786436188573794	0.9270452538454461	0.0022854174808736244	0.0	-0.0015079170101341985	0.0	0.0	-0.0018620339972638318	0.6083808222406735	0.9999514474524098
8.680000999999999	1.0784417288250114	0.9272198961218308	0.0022554605300866134	0.0	-0.0014878239113280392	0.0	0.0	-0.001836936699188015	0.6083890958160318	0.9999526277745747
8.700001	1.0782408537124821	0.9273937041290043	0.0022259027035659903	0.0	-0.0014680039449987113	0.0	0.0	-0.0018121862632911449	0.6083971899806656	0.9999537792676387
8.720001	1.0780409862572682	0.9275666838152938	0.0021967385767877705	0.0	-0.0014484533077409652	0.0	0.0	-0.0017877777401261322	0.6084051085921216	0.9999549026396231
8.740001	1.0778421192589598	0.9277388410730687	0.002167962800749803	0.0	-0.0014291682506412779	0.0	0.0	-0.0017637062537775357	0.6084128554259003	0.9999559985810477
8.760000999999999	1.0776442455787354	0.927910181739386	0.002139570100890017	0.0	-0.0014101450784719171	0.0	0.0	-0.0017399670007133897	0.6084204341771797	0.9999570677653679
8.780000999999999	1.0774473581388377	0.9280807115966274	0.0021115552760206627	0.0	-0.0013913801488973081	0.0	0.0	-0.0017165552486560379	0.6084278484624928	0.9999581108493988
8.800001	1.0772514499220534	0.9282504363731269	0.0020839131972783015	0.0	-0.0013728698716925084	0.0	0.0	-0.0016934663354716546	0.6084351018213876	0.9999591284737297
8.820001	1.0770565139711932	0.9284193617437907	0.0020566388070893116	0.0	-0.0013546107079736055	0.0	0.0	-0.001670695668078105	0.6084421977180318	0.9999601212631274
8.840000999999999	1.076862543388577	0.9285874933307091	0.002029727118150664	0.0	-0.0013365991694398477	0.0	0.0	-0.0016482387213708361	0.6084491395428058	0.9999610898269307
8.860000999999999	1.0766695313355197	0.9287548367037596	0.002003173212425742	0.0	-0.001318831817627326	0.0	0.0	-0.001626091037166473	0.6084559306138471	0.9999620347594339
8.880001	1.0764774710318201	0.9289213973812024	0.0019769722401549723	0.0	-0.0013013052631740292	0.0	0.0	-0.0016042482231638127	0.6084625741785699	0.9999629566402611
8.900001	1.0762863557552533	0.9290871808302674	0.0019511194188810436	0.0	-0.0012840161650960905	0.0	0.0	-0.0015827059519219074	0.6084690734151547	0.9999638560347306
8.920001	1.0760961788410648	0.9292521924677345	0.001925610032488489	0.0	-0.0012669612300750543	0.0	0.0	-0.00156145995985494	0.6084754314340007	0.9999647334942108
8.940000999999999	1.0759069336814677	0.9294164376605046	0.0019004394302574146	0.0	-0.0012501372117559892	0.0	0.0	-0.001540506046243595	0.6084816512791545	0.9999655895564665
8.960001	1.0757186137251435	0.9295799217261657	0.0018756030259311587	0.0	-0.0012335409100562786	0.0	0.0	-0.001519840072262639	0.6084877359297026	0.9999664247459984
8.980001	1.0755312124767453	0.9297426499335477	0.0018510962967976698	0.0	-0.0012171691704849221	0.0	0.0	-0.0014994579600244248	0.608493688301149	0.9999672395743707
9.000001	1.0753447234964035	0.929904627503274	0.001826914782784395	0.0	-0.0012010188834721835	0.0	0.0	-0.0014793556916380436	0.6084995112467452	0.9999680345405343
9.020000999999999	1.075159140399235	0.9300658596083021	0.0018030540855664737	0.0	-0.0011850869837094235	0.0	0.0	-0.0014595293082838498	0.6085052075588042	0.9999688101311378
9.040001	1.0749744568548563	0.9302263513744605	0.0017795098676880328	0.0	-0.0011693704494989592	0.0	0.0	-0.0014399749093030937	0.6085107799699894	0.9999695668208354
9.060001	1.0747906665868971	0.930386107880976	0.0017562778516963873	0.0	-0.0011538663021137925	0.0	0.0	-0.0014206886513023955	0.6085162311545678	0.999970305072583
9.080001	1.0746077633725208	0.9305451341609952	0.0017333538192889476	0.0	-0.0011385716051670546	0.0	0.0	-0.0014016667472728072	0.608521563729644	0.9999710253379294
9.100000999999999	1.0744257410419449	0.9307034352020987	0.0017107336104726432	0.0	-0.0011234834639910138	0.0	0.0	-0.0013829054657232066	0.6085267802563702	0.9999717280572987
9.120001	1.0742445934779656	0.9308610159468096	0.001688413122735671	0.0	-0.001108599025025498	0.0	0.0	-0.0013644011298277734	0.6085318832411201	0.9999724136602666
9.140001	1.0740643146154865	0.931017881293094	0.0016663883102313825	0.0	-0.0010939154752155856	0.0	0.0	-0.0013461501165873075	0.6085368751366488	0.9999730825658294
9.160001	1.0738848984410494	0.9311740360948562	0.0016446551829741262	0.0	-0.001079430041418419	0.0	0.0	-0.001328148856004149	0.608541758343233	0.9999737351826666
9.180000999999999	1.0737063389923693	0.931329485162426	0.0016232098060468625	0.0	-0.0010651399898189984	0.0	0.0	-0.0013103938302704622	0.6085465352097698	0.9999743719093965
9.200001	1.0735286303578715	0.9314842332630421	0.0016020482988203756	0.0	-0.0010510426253548177	0.0	0.0	-0.0012928815729696546	0.6085512080348665	0.9999749931348256
9.220001	1.073351766676233	0.9316382851213262	0.001581166834183904	0.0	-0.0010371352911492026	0.0	0.0	-0.00127560866829071	0.6085557790679094	0.9999755992381917
9.240001	1.0731757421359276	0.9317916454197532	0.0015605616377870192	0.0	-0.0010234153679532156	0.0	0.0	-0.001258571750255202	0.6085602505100967	0.9999761905894008
9.260000999999999	1.0730005509747718	0.931944318799115	0.0015402289872925815	0.0	-0.0010098802735959954	0.0	0.0	-0.00124176750195678	0.6085646245154652	0.9999767675492587
9.280000999999999	1.072826187479478	0.932096309858977	0.0015201652116406058	0.0	-0.0009965274624433983	0.0	0.0	-0.0012251926548129117	0.6085689031918868	0.9999773304696964
9.300001	1.0726526459852077	0.9322476231581307	0.001500366690322873	0.0	-0.0009833544248648131	0.0	0.0	-0.0012088439878286672	0.6085730886020444	0.9999778796939897
9.320001	1.0724799208751294	0.9323982632150388	0.001480829852668123	0.0	-0.0009703586867080209	0.0	0.0	-0.0011927183268723414	0.6085771827643899	0.999978415556973
9.340000999999999	1.0723080065799806	0.9325482345082754	0.0014615511771376736	0.0	-0.000957537808781976	0.0	0.0	-0.0011768125439627175	0.6085811876540875	0.9999789383852491
9.360000999999999	1.072136897577631	0.9326975414769605	0.001442527190631303	0.0	-0.0009448893863473841	0.0	0.0	-0.0011611235565677596	0.608585105203923	0.9999794484973923
9.380001	1.071966588392652	0.9328461885211892	0.0014237544678032449	0.0	-0.0009324110486149553	0.0	0.0	-0.0011456483269145549	0.6085889373052067	0.9999799462041478
9.400001	1.0717970735958864	0.9329941800024542	0.001405229630388144	0.0	-0.0009201004582512154	0.0	0.0	-0.0011303838613103006	0.6085926858086539	0.9999804318086241
9.420001	1.071628347804025	0.9331415202440646	0.0013869493465368183	0.0	-0.0009079553108917539	0.0	0.0	-0.0011153272094741571	0.6085963525252454	0.999980905606483
9.440000999999999	1.071460405679183	0.9332882135315587	0.0013689103301616845	0.0	-0.000895973334661797	0.0	0.0	-0.0011004754638797754	0.6085999392270722	0.9999813678861238
9.460001	1.0712932419284826	0.9334342641131106	0.0013511093402917	0.0	-0.0008841522897039898	0.0	0.0	-0.0010858257591083219	0.6086034476481573	0.9999818189288617
9.480001	1.0711268513036378	0.9335796761999332	0.0013335431804366764	0.0	-0.0008724899677132751	0.0	0.0	-0.0010713752712118222	0.6086068794852719	0.9999822590091042
9.500001	1.070961228600542	0.9337244539666755	0.0013162086979608273	0.0	-0.0008609841914787607	0.0	0.0	-0.001057121217086646	0.6086102363987174	0.9999826883945211
9.520000999999999	1.070796368658861	0.933868601551814	0.0012991027834654085	0.0	-0.0008496328144324641	0.0	0.0	-0.001043060853856965	0.6086135200131104	0.9999831073462112
9.540001	1.0706322663616268	0.9340121230580406	0.001282222370180316	0.0	-0.0008384337202048308	0.0	0.0	-0.0010291914782680127	0.6086167319181353	0.9999835161188646
9.560001	1.0704689166348367	0.9341550225526445	0.0012655644333645064	0.0	-0.0008273848221869182	0.0	0.0	-0.001015510426088983	0.6086198736692886	0.9999839149609208
9.580001	1.0703063144470553	0.9342973040678905	0.0012491259897151085	0.0	-0.000816484063099144	0.0	0.0	-0.0010020150715253997	0.6086229467886064	0.9999843041147236
9.600000999999999	1.0701444548090195	0.9344389716013909	0.0012329040967850942	0.0	-0.000805729414566496	0.0	0.0	-0.000988702826640807	0.6086259527653787	0.9999846838166714
9.620001	1.069983332773247	0.9345800291164741	0.001216895852409382	0.0	-0.0007951188767001037	0.0	0.0	-0.0009755711407876129	0.6086288930568425	0.9999850542973633
9.640001	1.0698229434336484	0.9347204805425479	0.0012010983941392465	0.0	-0.0007846504776850737	0.0	0.0	-0.0009626175000469396	0.6086317690888676	0.9999854157817428
9.660001	1.0696632819251422	0.9348603297754593	0.0011855088986849084	0.0	-0.0007743222733744901	0.0	0.0	-0.0009498394266773269	0.6086345822566236	0.9999857684892385
9.680000999999999	1.0695043434232736	0.9349995806778476	0.0011701245813661853	0.0	-0.0007641323468894866	0.0	0.0	-0.0009372344785721399	0.6086373339252348	0.9999861126338976
9.700001	1.0693461231438364	0.9351382370794958	0.0011549426955710788	0.0	-0.0007540788082252959	0.0	0.0	-0.0009248002487255356	0.6086400254304161	0.9999864484245206
9.720001	1.0691886163424982	0.9352763027776757	0.0011399605322221838	0.0	-0.000744159793863182	0.0	0.0	-0.0009125343647068452	0.6086426580791106	0.9999867760647905
9.740001	1.069031818314429	0.9354137815374893	0.0011251754192508005	0.0	-0.000734373466388168	0.0	0.0	-0.0009004344881432317	0.6086452331500908	0.9999870957533983
9.760000999999999	1.0688757243939326	0.9355506770922065	0.001110584721078633	0.0	-0.0007247180141124663	0.0	0.0	-0.0008884983142104842	0.6086477518945683	0.9999874076841664
9.780000999999999	1.0687203299540824	0.9356869931435978	0.0010961858381069657	0.0	-0.0007151916507045255	0.0	0.0	-0.0008767235711318124	0.6086502155367791	0.9999877120461691
9.800001	1.0685656304063589	0.9358227333622636	0.0010819762062132014	0.0	-0.0007057926148236067	0.0	0.0	-0.0008651080196845109	0.6086526252745587	0.9999880090238491
9.820001	1.0684116212002914	0.9359579013879582	0.0010679532962546534	0.0	-0.0006965191697598035	0.0	0.0	-0.0008536494527143591	0.6086549822799056	0.9999882987971309
9.840000999999999	1.0682582978231034	0.9360925008299124	0.001054114613579485	0.0	-0.0006873696030794215	0.0	0.0	-0.0008423456946576293	0.6086572876995326	0.9999885815415342
9.860000999999999	1.06810565579936	0.9362265352671484	0.0010404576975446866	0.0	-0.0006783422262756364	0.0	0.0	-0.0008311946010705781	0.6086595426554129	0.9999888574282801
9.880001	1.0679536906906189	0.936360008248795	0.001026980121040988	0.0	-0.0006694353744243471	0.0	0.0	-0.0008201940581662945	0.6086617482453003	0.9999891266243989
9.900001	1.0678023980950853	0.9364929232943948	0.0010136794900246042	0.0	-0.0006606474058451454	0.0	0.0	-0.0008093419823587852	0.608663905543251	0.9999893892928315
9.920001	1.0676517736472688	0.9366252838942114	0.001000553443055708	0.0	-0.0006519767017673227	0.0	0.0	-0.0007986363198141756	0.6086660156001318	0.9999896455925315
9.940000999999999	1.0675018130176448	0.9367570935095303	0.000987599650843536	0.0	-0.0006434216660008373	0.0	0.0	-0.00078807504600891	0.608668079444111	0.999989895678563
9.960001	1.0673525119123175	0.9368883555729567	0.0009748158157980239	0.0	-0.0006349807246121639	0.0	0.0	-0.0007776561652948344	0.6086700980811516	0.9999901397021959
9.980001	1.067203866072687	0.9370190734887105	0.0009621996715878781	0.0	-0.0006266523256049533	0.0	0.0	-0.0007673777104710507	0.6086720724954797	0.9999903778109991
10.000001	1.0670558712751192	0.9371492506329177	0.0009497489827049857	0.0	-0.0006184349386054249	0.0	0.0	-0.0007572377423624256	0.6086740036500513	0.9999906101489331
10.020000999999999	1.0669085233306193	0.937278890353896	0.0009374615440350704	0.0	-0.0006103270545524229	0.0	0.0	-0.0007472343494046535	0.6086758924870107	0.9999908368564365
10.040001	1.0667618180845067	0.9374079959724408	0.0009253351804345011	0.0	-0.000602327185392062	0.0	0.0	-0.0007373656472357549	0.6086777399281329	0.9999910580705149
10.060001	1.0666157514160952	0.937536570782104	0.0009133677463131627	0.0	-0.0005944338637768929	0.0	0.0	-0.0007276297782939137	0.6086795468752587	0.9999912739248229
10.080001	1.0664703192383747	0.9376646180494719	0.000901557125223298	0.0	-0.0005866456427695194	0.0	0.0	-0.000718024911421545	0.6086813142107289	0.999991484549749
10.100000999999999	1.066325517497696	0.9377921410144386	0.0008899012294542342	0.0	-0.000578961095550597	0.0	0.0	-0.000708549241475491	0.6086830427977938	0.9999916900724936
10.120001	1.066181342173459	0.9379191428904774	0.0008783979996329057	0.0	-0.0005713788151311477	0.0	0.0	-0.0006992009889432476	0.6086847334810266	0.9999918906171494
10.140001	1.066037789277804	0.9380456268649061	0.0008670454043300884	0.0	-0.0005638974140691237	0.0	0.0	-0.0006899783995651205	0.6086863870867245	0.9999920863047762
10.160001	1.0658948548553049	0.9381715960991528	0.0008558414396722604	0.0	-0.0005565155241901557	0.0	0.0	-0.0006808797439622145	0.6086880044232982	0.9999922772534762
10.180000999999999	1.0657525349826669	0.9382970537290163	0.0008447841289590065	0.0	-0.0005492317963124217	0.0	0.0	-0.0006719033172701618	0.60868958628166	0.9999924635784667
10.200001	1.0656108257684254	0.9384220028649229	0.0008338715222858846	0.0	-0.0005420448999755722	0.0	0.0	-0.000663047438778496	0.6086911334355933	0.9999926453921502
10.220001	1.065469723352649	0.9385464465921828	0.0008231016961726742	0.0	-0.0005349535231736527	0.0	0.0	-0.0006543104515755765	0.6086926466421241	0.9999928228041847
10.240001	1.0653292239066443	0.93867038797124	0.0008124727531969257	0.0	-0.0005279563720919585	0.0	0.0	-0.0006456907221989787	0.6086941266418787	0.9999929959215499
10.260000999999999	1.0651893236326653	0.9387938300379224	0.000801982821632735	0.0	-0.0005210521708477653	0.0	0.0	-0.0006371866402912558	0.6086955741594396	0.9999931648486139
10.280000999999999	1.0650500187636232	0.9389167758036864	0.0007916300550946646	0.0	-0.0005142396612348751	0.0	0.0	-0.0006287966182609892	0.6086969899036856	0.9999933296871967
10.300001	1.0649113055628008	0.9390392282558606	0.0007814126321867362	0.0	-0.0005075176024719186	0.0	0.0	-0.0006205190909490381	0.6086983745681327	0.9999934905366334
10.320001	1.064773180323569	0.9391611903578849	0.0007713287561564204	0.0	-0.0005008847709543576	0.0	0.0	-0.0006123525152999078	0.6086997288312614	0.9999936474938339
